file_id,d_0,cc_0,r_0,ciwc_0,clwc_0,q_0,crwc_0,t_0,u_0,v_0,w_0,d_1,cc_1,r_1,ciwc_1,clwc_1,q_1,crwc_1,t_1,u_1,v_1,w_1,d_2,cc_2,r_2,ciwc_2,clwc_2,q_2,crwc_2,t_2,u_2,v_2,w_2,d_3,cc_3,r_3,ciwc_3,clwc_3,q_3,crwc_3,t_3,u_3,v_3,w_3,d_4,cc_4,r_4,ciwc_4,clwc_4,q_4,crwc_4,t_4,u_4,v_4,w_4,d_5,cc_5,r_5,ciwc_5,clwc_5,q_5,crwc_5,t_5,u_5,v_5,w_5,d_6,cc_6,r_6,ciwc_6,clwc_6,q_6,crwc_6,t_6,u_6,v_6,w_6,d_7,cc_7,r_7,ciwc_7,clwc_7,q_7,crwc_7,t_7,u_7,v_7,w_7,d_8,cc_8,r_8,ciwc_8,clwc_8,q_8,crwc_8,t_8,u_8,v_8,w_8
24,3.3556717e-08,0.99609375,100.02237,0.0,0.00015895684,0.007824019,5.3629923e-05,286.02213,-0.65813065,1.5042696,-0.0340755,-0.00011149046,0.83203125,99.04361,0.0,5.3456628e-05,0.008127198,3.083487e-05,285.272,-1.9056892,3.7261934,-0.19585681,-4.235626e-06,0.1171875,95.351715,0.0,8.594116e-05,0.0077668577,0.00017138262,286.21976,-1.6301765,2.5408907,-0.04829669,-9.1213704e-05,0.41796875,98.86417,0.0,2.9912793e-05,0.00856398,1.4924156e-05,285.43817,-3.240284,8.850949,-0.26405597,-7.431925e-06,0.83984375,100.14224,0.0,0.00016467889,0.008640394,6.7694955e-06,285.53348,-0.7607918,1.6033907,-0.100916624,1.5363126e-05,0.0,88.76871,0.0,2.2967942e-07,0.008287683,4.5765835e-05,286.15756,-4.662525,7.9569063,0.077786684,-1.3459445e-05,0.09765625,95.0585,0.0,2.137028e-06,0.008506462,6.981837e-06,285.5063,-1.6631355,13.099973,-0.022295713,8.742142e-05,0.08984375,95.14932,0.0,2.4350513e-06,0.008894876,1.9228928e-06,286.13644,-1.8563728,6.8353243,0.16486096,-3.2275886e-05,0.00390625,92.40909,0.0,2.8928406e-07,0.008413538,1.8968158e-06,286.73224,-1.2007332,2.942258,-0.026064634
27,1.51766435e-05,0.2421875,91.86977,0.0,3.181398e-05,0.0052783927,2.1042302e-05,278.9829,-1.5020952,5.1890707,0.08928561,3.2387485e-05,0.0,83.67006,0.0,0.0,0.003976031,1.9832514e-06,279.7539,-0.586751,1.160506,0.0821445,-2.9877017e-05,0.0,75.662735,0.0,0.0,0.0036158997,0.0,279.59198,0.66819286,0.17686349,0.14422488,-8.633379e-05,0.35546875,92.6559,0.0,1.5288591e-05,0.0052038273,1.6721431e-05,278.5185,-1.2380571,3.007674,-0.13349271,4.113819e-05,0.0,90.42348,0.0,0.0,0.0046107015,1.6638078e-06,279.42175,0.42270947,-0.24330252,-0.00077176094,2.7008165e-05,0.0,83.759415,0.0,0.0,0.0040966114,4.749745e-08,277.55005,0.7009077,0.6024006,-0.018983126,6.278585e-05,0.0,74.93373,0.0,0.0,0.0046784123,2.7311035e-06,280.208,-0.69899464,5.092025,0.20211673,3.102403e-05,0.0,78.892715,0.0,0.0,0.0039036411,0.0,280.97723,0.9760542,0.974593,0.009558439,3.9174964e-05,0.0,80.21791,0.0,0.0,0.0039461395,0.0,279.25348,-0.069966316,2.7807453,0.28974032
30,-9.586688e-05,0.10888672,87.080826,0.0,1.23381615e-05,0.005336616,4.64535e-05,280.04626,3.2156868,3.2779245,-0.41039944,2.9965973e-05,0.0087890625,89.0735,0.0,2.8908253e-06,0.005286161,4.9289378e-05,280.46356,1.5814096,2.530488,-0.05403042,-3.7666672e-05,0.017578125,90.56496,0.0,2.142042e-06,0.005970869,5.766812e-06,281.1762,-0.92420566,6.8976755,-0.08990383,-6.727528e-05,0.0,81.86842,0.0,0.0,0.0058164634,1.4495167e-05,282.01166,7.3953743,6.588105,-0.06602383,-0.00012929391,0.013183594,80.3152,0.0,6.03497e-07,0.005943302,4.2422736e-05,282.5962,6.018177,7.610078,-0.29441738,-4.6633446e-05,0.013183594,76.02272,0.0,0.0,0.0060612597,4.837352e-06,283.5545,-0.4869498,4.6279,0.24481297,-1.9237661e-05,0.0,75.711685,0.0,0.0,0.006091628,4.175182e-06,283.7611,7.572132,8.781831,-0.06703091,-1.6559177e-05,0.0,81.16188,0.0,0.0,0.00636271,5.3430604e-06,283.703,5.8336067,8.130586,-0.13914394,9.454525e-06,0.0,80.1924,0.0,8.195639e-08,0.006139789,3.586586e-06,283.55786,0.36778653,1.9924021,0.062973976
34,6.0060656e-06,0.0,31.930481,0.0,0.0,0.0027356579,0.0,284.98376,3.6383724,1.2714243,0.080033585,3.3130837e-05,0.0,35.210754,0.0,0.0,0.0032766296,0.0,286.04553,4.8312435,-0.049010277,0.007863328,1.1399052e-06,0.0,50.599426,0.0,0.0,0.004829569,0.0,286.27026,4.41358,-1.1378775,0.13906603,1.3315085e-05,0.0,15.386536,0.0,0.0,0.0015798046,0.0,287.5453,4.0184994,0.57415867,0.14815645,6.045181e-06,0.0,35.252747,0.0,0.0,0.0037264063,0.0,288.31885,4.8056087,-0.3671255,0.06684999,2.8233942e-05,0.0025787354,76.03107,0.0,7.881317e-08,0.0065775346,0.0,286.8766,5.453741,-3.1113882,0.06978731,2.4805744e-05,0.0,16.178528,0.0,0.0,0.001883669,0.0,288.78638,4.405279,-0.095030785,0.08287935,1.3126958e-05,0.0,29.96759,0.0,0.0,0.0035806133,0.0,289.55444,4.812994,-0.560729,0.07263689,5.7706577e-05,0.0,61.972473,0.0,0.0,0.006606145,0.0,289.9574,7.2324276,-0.96929836,0.05295305
42,1.4018689e-05,0.0,72.157455,0.0,0.0,0.0053676143,9.672367e-07,282.86914,-0.5301857,5.9971743,0.043397784,4.6033834e-05,0.0,63.03099,0.0,0.0,0.0051536337,4.1618478e-09,283.93994,-1.0489235,4.373151,0.1390208,-1.0069038e-05,0.0,55.240463,0.0,0.0,0.0043236986,0.0,283.78662,-1.1498146,2.9275942,0.0037134886,1.5553509e-05,0.0,65.5056,0.0,0.0,0.0072183385,0.0,288.36963,0.3724022,3.5620546,-0.05055821,1.12657e-05,0.0,57.45726,0.0,0.0,0.006553389,0.0,288.7041,0.32473373,3.134015,-0.047323346,-1.7258848e-05,0.0,51.049545,0.0,0.0,0.005349256,0.0,287.3352,-0.7101784,2.691144,-0.029340863,9.932119e-07,0.0,57.15941,0.0,0.0,0.008270122,0.0,292.39404,0.86922836,2.5964174,-0.047605634,5.8882433e-06,0.0,50.5515,0.0,0.0,0.0070189014,0.0,291.54736,0.43117905,2.9178286,-0.054170728,-2.3629094e-05,0.0,49.05931,0.0,0.0,0.006482698,0.0,291.22778,0.29806137,3.0386171,-0.034525037
45,-1.7807062e-05,0.0,60.767517,0.0,0.0,0.0036822604,0.0,280.0304,2.8428354,0.41236734,-0.14661628,-5.1118608e-05,0.17382812,76.7475,0.0,5.8561563e-06,0.004753058,5.395268e-07,279.8708,3.8998423,3.3808732,-0.056352913,3.309344e-05,0.28125,79.032166,9.2579285e-08,2.964586e-05,0.0037273215,8.264906e-07,278.89368,2.1730356,0.802382,-0.31907874,-3.2652344e-05,0.0,70.75043,0.0,0.0,0.0044767307,0.0,279.739,3.0393076,0.925673,-0.10612708,-2.065848e-06,0.072265625,76.92865,0.0,2.8461218e-06,0.0045154737,5.411566e-07,279.29724,1.6107798,0.65229654,-0.15479499,6.1122526e-05,0.08203125,67.32025,1.03755156e-07,1.1138618e-05,0.0031127976,1.9464642e-07,280.28052,2.3134165,-0.13542318,-0.12078315,7.286493e-06,0.0,66.2099,0.0,0.0,0.0042765783,0.0,280.30737,2.0518198,0.02784586,-0.0363639,-4.023331e-05,0.1875,90.850525,0.0,2.7500093e-05,0.0059510516,5.598995e-07,281.03796,1.786561,0.41639566,-0.17193824,1.9630243e-05,0.125,86.82904,0.0,2.8766692e-05,0.0048159407,3.3670804e-06,281.2669,2.4789438,-0.058518887,0.15499657
50,-8.8163695e-05,0.0,61.489807,0.0,0.0,0.0032613273,0.0,277.86612,4.386874,-3.8349943,-0.34897572,-3.5167715e-05,0.0,58.983948,0.0,0.0,0.0031008716,7.603376e-09,277.6767,3.0939665,-0.060214043,-0.14682728,1.5213111e-05,0.0,98.00934,4.2724423e-08,0.0,0.0035757269,0.0,276.93307,1.6949186,-0.450778,-0.24904591,-5.0270042e-05,0.0,63.447815,0.0,0.0,0.0031925286,1.1406519e-07,277.4412,2.022067,-2.3869352,-0.1898418,2.283878e-05,0.0,53.562073,0.0,0.0,0.003013983,0.0,278.50327,4.4138517,-3.508151,0.10193676,6.7057976e-05,0.0,81.28766,0.0,0.0,0.0034233923,2.6004273e-08,277.5282,3.0614958,0.085843086,0.09929699,-3.482499e-05,0.0,63.13434,0.0,0.0,0.0032762284,0.0,277.7412,1.5207243,-2.3063688,-0.007957041,-5.1953873e-05,0.0,73.18219,0.0,0.0,0.003569364,3.9843871e-07,277.87134,1.8927336,-1.6705656,-0.30116993,4.8349568e-05,0.0,82.33356,4.7043432e-07,0.0,0.00312598,0.0,277.77975,3.537692,-0.8023405,0.4211964
56,-1.6229067e-05,0.0,47.955597,0.0,0.0,0.0015964673,0.0,271.46466,4.681799,-1.3625154,-0.024517834,4.9994997e-06,0.0,45.73294,0.0,0.0,0.0014664696,0.0,271.5407,5.317114,-1.1537294,-0.08050233,1.8848266e-05,0.0,44.734528,0.0,0.0,0.0014278905,0.0,271.9013,5.8424435,-0.9137697,-0.11980897,5.1988027e-06,0.0,41.676666,0.0,0.0,0.0015539543,0.0,273.0401,4.766302,-1.1370516,-0.007763684,4.373651e-06,0.0,41.1951,0.0,0.0,0.0015362145,0.0,273.18512,5.009222,-0.8080263,-0.0051086545,3.1227406e-05,0.0,45.620636,0.0,0.0,0.0015514807,0.0,272.86865,6.2004147,-1.03584,-0.23580629,5.1317475e-06,0.0,41.189606,0.0,0.0,0.0017260404,0.0,274.29218,4.4859066,-0.8095827,-0.07877809,2.0511608e-05,0.0,45.95279,0.0,0.0,0.0017056034,0.0,273.6369,4.758215,-0.53312397,-0.3483246,-3.5585676e-05,0.0,41.47586,0.0,0.0,0.0017035769,0.0,274.89117,5.2383175,-1.2479372,0.6292297
61,-2.7261704e-06,0.0,98.3121,0.0,0.0,0.006113205,4.336331e-05,280.88013,-2.5332365,0.14328587,0.022020876,-1.7243627e-05,0.0,96.700775,0.0,0.0,0.0062470175,2.9212795e-05,281.58545,-2.6159391,0.15231907,-0.011990964,-2.2030625e-05,0.0,93.35019,0.0,0.0,0.006398175,5.8830716e-05,282.9077,-2.8733854,1.0864621,-0.0077185035,-3.2318014e-05,0.0,77.90683,0.0,0.0,0.0078021027,3.109686e-06,287.71533,-0.82168865,1.9704343,0.012239993,-4.9890208e-05,0.0,80.46835,0.0,0.0,0.0073756315,3.028661e-06,288.5271,-1.0356169,2.8143063,0.15017945,-2.3410845e-05,0.0,73.13046,0.0,0.0,0.006174419,2.0476058e-05,287.93042,-2.6482878,3.1529293,0.31183106,1.6604361e-05,0.0,61.2789,0.0,0.0,0.007420514,5.8878213e-06,291.66187,-0.44064617,1.9897825,-0.1055426,-2.6771057e-05,0.0,45.367767,0.0,0.0,0.0059058405,1.8253922e-06,292.8296,-1.1272917,3.06925,-0.008115232,3.6478785e-05,0.0,50.816986,0.0,0.0,0.0048791505,0.0,289.32983,-1.2984343,3.9234982,-0.27589172
64,5.8834266e-06,0.0,76.820145,0.0,0.0,0.006300714,1.5917234e-05,284.80005,-0.37833524,-2.6974783,-0.005053878,-7.939263e-06,0.0,59.370926,0.0,0.0,0.0060225986,7.613562e-07,287.55347,-0.6030667,-2.3767385,-0.004824996,3.3856195e-06,0.0,49.20198,0.0,0.0,0.0057886504,0.0,289.60132,-0.24472928,-2.0030813,0.0030599833,-1.2654054e-06,0.0,73.71858,0.0,0.0,0.0071895383,6.533228e-07,286.42114,1.7961032,-1.5426931,0.008251786,-1.5690166e-06,0.0,86.65413,0.0,0.0,0.008237686,1.0837801e-05,286.68396,1.6643894,-1.1940603,-0.044074416,-5.8569683e-05,0.0,52.546707,0.0,0.0,0.00620481,1.11213885e-05,291.0846,0.36849093,-0.99636745,-0.0084222555,-1.9653438e-05,0.0,62.20198,0.0,0.0,0.0064150356,2.1420419e-07,288.193,2.2273166,-1.7674246,0.042194963,-1.3516023e-05,0.0,62.8387,0.0,0.0,0.0068601035,3.5888515e-06,290.09998,2.241843,0.024445534,-0.08936632,-5.024366e-05,0.0,55.17366,0.0,0.0,0.0054895543,1.5008263e-06,290.16064,0.49843478,1.1796579,-0.053584456
