file_id,d_0,cc_0,r_0,ciwc_0,clwc_0,q_0,crwc_0,t_0,u_0,v_0,w_0,d_1,cc_1,r_1,ciwc_1,clwc_1,q_1,crwc_1,t_1,u_1,v_1,w_1,d_2,cc_2,r_2,ciwc_2,clwc_2,q_2,crwc_2,t_2,u_2,v_2,w_2,d_3,cc_3,r_3,ciwc_3,clwc_3,q_3,crwc_3,t_3,u_3,v_3,w_3,d_4,cc_4,r_4,ciwc_4,clwc_4,q_4,crwc_4,t_4,u_4,v_4,w_4,d_5,cc_5,r_5,ciwc_5,clwc_5,q_5,crwc_5,t_5,u_5,v_5,w_5,d_6,cc_6,r_6,ciwc_6,clwc_6,q_6,crwc_6,t_6,u_6,v_6,w_6,d_7,cc_7,r_7,ciwc_7,clwc_7,q_7,crwc_7,t_7,u_7,v_7,w_7,d_8,cc_8,r_8,ciwc_8,clwc_8,q_8,crwc_8,t_8,u_8,v_8,w_8
24,1.5048834e-05,0.009765625,95.01341,0.0,2.5629997e-06,0.007828865,7.4126e-06,287.2256,-0.16184425,3.882021,-0.25011688,-8.365646e-05,0.0,96.37962,0.0,1.0281801e-06,0.008670483,1.4427322e-05,286.74512,-1.7607212,3.7428608,-0.22010285,1.313776e-05,0.111328125,96.18529,0.0,3.515184e-05,0.008336786,2.323577e-05,287.07312,-1.0158482,2.553896,-0.22104889,-4.995003e-05,0.24804688,93.318344,0.0,1.5512109e-05,0.00852007,4.6014058e-05,285.81818,-2.3862095,7.7960835,-0.25972992,1.984241e-06,0.17578125,94.44603,0.0,2.1621585e-05,0.009023402,3.907105e-05,286.98975,-0.10520363,2.0683002,-0.104578555,2.8385373e-05,0.0,87.168686,0.0,0.0,0.009060744,3.222676e-05,287.83514,-4.121073,6.187441,0.054578245,-4.2395142e-05,0.0,90.39427,0.0,0.0,0.008647386,1.4079938e-05,286.5244,4.123312,10.537294,-0.03343445,4.0112587e-05,0.2890625,94.684555,0.0,2.9936433e-05,0.009140555,1.5222671e-05,286.67737,-1.4242954,4.7055073,0.07185882,-5.4677424e-05,0.009765625,92.33592,0.0,3.2782555e-07,0.009029303,4.3045e-05,287.9253,-2.2375278,2.8253803,-0.22566468
27,1.2501638e-05,0.12988281,93.62749,0.0,6.083399e-06,0.005406671,7.3345225e-05,279.15466,-0.7813621,5.090266,0.093612194,5.295829e-05,0.23046875,95.594284,4.4703484e-08,1.4510006e-06,0.004381054,3.1702068e-05,279.72168,-0.8490501,1.7521317,0.123603344,-6.046935e-05,0.0,82.38237,0.0,0.0,0.004082375,8.061374e-06,280.21558,-0.5043846,0.9218094,-0.08689165,-7.193207e-05,0.0029296875,93.767136,0.0,5.029142e-07,0.0054973597,5.9915554e-05,279.3628,-0.38371807,4.3462477,-0.14299822,1.5768717e-05,0.0,97.83647,6.1746687e-07,0.0,0.005011731,4.3952685e-05,279.64636,0.53870624,-0.2724045,0.0059199333,7.134632e-05,0.0,81.87456,0.0,0.0,0.0044821138,1.244604e-05,279.26282,0.41834491,-0.053776562,0.047980785,4.5779656e-05,0.0,87.22124,0.0,0.0,0.0053903097,7.528051e-05,280.39355,-0.07256085,6.329646,0.2630458,4.7206442e-05,0.0,83.88725,1.7229468e-08,0.0,0.004124486,1.1773625e-05,281.01672,1.3092752,1.1711991,0.016501904,4.9519847e-05,0.0,56.97319,0.0,0.0,0.0036168334,6.016189e-06,283.31677,1.3705544,2.5628006,0.18363142
30,-1.9233412e-05,0.0012207031,86.81891,0.0,7.804483e-07,0.0052284934,1.2853524e-05,279.90308,4.5991535,1.0077658,-0.36280984,3.952795e-06,0.034423828,95.237854,0.0,2.2482127e-06,0.005773876,2.787017e-05,280.49792,1.9277668,1.7726583,-0.031526268,-2.9504037e-05,0.009033203,84.30817,0.0,9.601936e-07,0.0060496964,3.9610422e-05,282.2848,2.4079914,5.315139,-0.101381004,-5.0790346e-05,0.0,81.12848,0.0,0.0,0.005897168,2.7494847e-05,282.39258,10.251497,-0.8318339,-0.050050437,-0.00018247191,0.0,84.70856,0.0,0.0,0.006454263,5.702988e-05,283.10168,8.954866,5.9364767,-0.31801003,-1.4252699e-05,0.0,76.315,0.0,0.0,0.0064108707,1.0362236e-05,284.68787,1.8496418,4.3698263,0.2982009,-4.9642957e-05,0.0,81.711,0.0,0.0,0.00656474,1.2535943e-05,283.79907,10.96097,3.259963,-0.08255166,-7.5358636e-05,0.0,86.42633,0.0,0.0,0.0069300868,1.1938034e-05,283.88354,7.0366535,8.064406,-0.20645303,2.8491282e-05,0.0,76.51471,0.0,0.0,0.0063759126,8.494003e-06,284.77246,1.8940754,1.9245138,-0.08062905
34,-8.178813e-07,0.0,20.112541,0.0,0.0,0.0018014407,0.0,286.64417,3.2161455,1.6673931,0.048560157,2.5935291e-05,0.0,19.291985,0.0,0.0,0.001869539,0.0,287.3141,3.1749773,1.6164287,-0.028891549,2.2508955e-05,0.0,20.809319,0.0,0.0,0.0021394587,0.0,287.86627,3.4031267,0.7778362,0.057999626,-5.3143067e-06,0.0,14.383537,0.0,0.0,0.0014062321,0.0,288.36627,3.0117083,1.8867534,0.05802633,1.057685e-05,0.0,20.156242,0.0,0.0,0.002147416,0.0,289.06708,2.7580767,1.2919048,0.015273109,1.5455118e-05,0.0,28.481438,0.0,0.0,0.0028746522,0.0,288.56012,3.1305132,0.68106496,0.031186119,8.888363e-06,0.0,14.885735,0.0,0.0,0.001648078,0.0,289.4336,3.5353289,1.4842876,0.06904699,1.4792016e-05,0.0,17.014397,0.0,0.0,0.0019864237,0.0,289.96368,3.3245134,0.81836355,0.054841056,1.8698915e-05,0.0,25.386711,0.0,0.0,0.00276644,0.0,289.11896,4.458577,0.4892925,0.035208717
42,2.123577e-05,0.0,74.66672,0.0,0.0,0.007845569,0.0,291.13416,0.11886978,6.3034525,0.09293091,7.894238e-05,0.0,68.83664,0.0,0.0,0.0077881105,0.0,291.16907,-1.1914024,4.9006205,0.18597138,1.0676435e-05,0.0,65.44748,0.0,0.0,0.006331552,0.0,288.19446,-1.0802879,2.885728,-0.00884521,6.2265754e-06,0.0,64.073456,0.0,0.0,0.00921433,0.0,293.927,0.28339005,3.6348734,-0.048373103,1.3906261e-05,0.0,62.314667,0.0,0.0,0.008697975,0.0,293.55676,0.031497955,2.8126078,-0.067629695,-3.7953505e-05,0.0,64.52365,0.0,0.0,0.008104015,0.0,292.9928,-0.045101166,2.0479593,-0.0639447,-2.2465974e-06,0.0,56.53293,0.0,0.0,0.008901227,0.0,295.57556,0.7071266,2.8577738,-0.062518,-6.1581522e-06,0.0,64.568085,0.0,0.0,0.008823562,0.0,294.62903,-0.05739975,2.2031107,-0.10647094,4.4719636e-06,0.0,56.104706,0.0,0.0,0.007505942,0.0,293.4751,0.18942642,2.1815042,-0.07647216
45,-2.4764813e-06,0.0,49.03972,0.0,0.0,0.0032414563,0.0,281.47034,2.898964,0.9116904,-0.23837394,-1.0979456e-05,0.0,40.841965,0.0,0.0,0.003241963,0.0,283.50507,5.180336,3.5194175,0.056013882,2.4285073e-05,0.0,57.171066,0.0,0.0,0.0031082102,1.7911225e-07,281.04584,3.3290787,0.21106786,-0.52305716,-8.622279e-06,0.0,51.679855,0.0,0.0,0.003734804,0.0,281.67828,2.4328995,0.5513999,-0.09588736,1.5192571e-05,0.0,38.74675,0.0,0.0,0.003009475,0.0,283.50604,2.3681412,0.28186864,-0.27595633,3.863303e-05,0.0,52.41765,0.0,0.0,0.002712793,3.4353434e-08,282.00128,2.8251724,-0.22081691,-0.1892559,-1.3558289e-05,0.0,43.08513,0.0,0.0,0.003525562,0.0,283.56976,1.3062515,0.45862645,-0.09199637,1.8298531e-05,0.0,47.63005,0.0,0.0,0.004045612,0.0,284.38763,1.6437149,1.558358,-0.1543743,2.643829e-05,0.0063171387,54.00505,0.0,6.600749e-07,0.0035596855,5.7261786e-09,283.8957,2.628212,-0.22576076,0.14820749
50,-8.096859e-05,0.0,69.5401,0.0,0.0,0.0035521607,0.0,277.45032,4.2763014,-3.739191,-0.34908324,-8.1959515e-05,0.0,70.96588,3.7252903e-09,0.0,0.0033143382,0.0,276.60724,1.9841261,0.948431,-0.0035632253,1.980424e-05,0.001411438,98.53131,2.2053719e-06,6.443588e-08,0.0029797475,0.0,274.58734,1.263423,-0.2719059,-0.18782836,-6.694287e-05,0.0,73.609436,0.0,0.0,0.0035672109,2.9450894e-07,277.25323,1.5623121,-1.6688786,-0.17067748,-5.110666e-05,0.0,60.484436,0.0,0.0,0.003200225,0.0,277.43805,3.5629835,-0.41106606,-0.0043872,7.38582e-05,0.0,84.71393,4.0605664e-07,0.0,0.003047518,0.0,275.3427,2.600398,0.43512535,0.14899415,-9.0742105e-06,0.0,70.44733,0.0,0.0,0.0034391205,0.0,277.62146,1.0825758,-1.3367252,-0.0034564137,-3.0226409e-05,0.0,74.37018,0.0,0.0,0.0032178084,0.0,276.66754,1.0039625,0.47247887,-0.15581542,3.2347292e-05,0.0,75.54401,2.849847e-07,0.0,0.0025329213,0.0,275.94067,2.8846998,-0.40703773,0.29964417
56,-2.7550821e-05,0.0,63.385178,2.2366294e-08,0.0,0.0021267876,0.0,271.91754,3.9632797,-1.076272,-0.0063651204,6.6259236e-06,0.0,58.23381,0.0,0.0,0.0018850758,0.0,271.9673,4.7018356,-1.3458948,-0.073335946,2.2620457e-05,0.0,48.832443,0.0,0.0,0.0015432134,0.0,272.05823,5.400902,-1.4563684,-0.10089332,3.0403316e-06,0.0,53.238693,0.0,0.0,0.0020257726,0.0,273.57324,4.1613693,-0.6422205,0.0006996989,-2.1378219e-06,0.0,51.4301,0.0,0.0,0.001988922,0.0,273.95007,4.44265,-0.8982935,-0.0010550618,1.486906e-05,0.0,48.189865,0.0,0.0,0.001677294,0.0,273.53613,5.359947,-1.6004725,-0.21557838,1.6549166e-05,0.0,48.732834,0.0,0.0,0.0019964918,0.0,274.44147,3.786003,-0.53223515,-0.03975135,1.5185709e-05,0.0,50.169357,0.0,0.0,0.001890023,0.0,274.2614,4.593315,-0.62043095,-0.34195167,-3.348707e-05,0.0,44.454514,0.0,0.0,0.0017897829,0.0,275.08997,4.25753,-1.2730799,0.5393502
61,-3.245719e-05,0.23144531,98.64349,0.0,3.984198e-06,0.0075298473,3.8470796e-05,285.0005,-1.4889565,-0.19388932,0.024720132,-4.4702218e-05,0.0,96.84857,0.0,0.0,0.008201472,4.507946e-05,286.71252,-0.8881264,0.22249252,-0.028342307,-4.0228144e-05,0.0,89.83148,0.0,0.0,0.0075673983,3.6760888e-05,287.35535,-0.9000282,2.7378733,0.0330438,-8.611605e-06,0.0,88.79193,0.0,0.0,0.009927444,2.2574983e-05,291.0681,0.617733,4.6354566,0.097130716,3.4213008e-07,0.0,87.00629,0.0,0.0,0.008744173,3.8407466e-05,290.10632,0.10406113,3.957722,0.21408933,3.5738194e-06,0.0,83.7265,0.0,0.0,0.007242851,7.7128134e-05,288.58496,-0.8859291,3.556965,0.23523802,1.2492383e-06,0.0,94.677185,0.0,0.0,0.009706907,0.00014749142,290.6183,-0.62591934,1.6859934,-0.015288413,-1.0619537e-05,0.0,71.625916,0.0,0.0,0.007317297,3.3028147e-05,290.67236,-0.8008461,2.2785227,0.033898294,6.50765e-05,0.0,71.01654,0.0,0.0,0.0063835904,2.079802e-05,289.51135,-0.3933754,2.016804,-0.14147097
64,8.919684e-06,0.0,54.940765,0.0,0.0,0.005361099,0.0,287.28363,0.17318004,-2.353551,0.0051297843,2.0250445e-07,0.0,50.102875,0.0,0.0,0.00526597,0.0,288.32013,0.024803579,-2.7177477,0.008484811,-2.6077556e-05,0.0,52.64389,0.0,0.0,0.005400557,2.3283064e-07,288.2641,-0.8322521,-2.4648485,0.028489083,-2.9633346e-05,0.0,67.699554,0.0,0.0,0.0063063093,1.7527491e-06,286.35065,0.49471325,-2.0228014,0.014460534,2.980925e-05,0.0,94.52084,0.0,0.0,0.008089561,2.1729618e-05,286.0993,1.325768,-0.898839,-0.008906394,-5.3259137e-05,0.000579834,93.974945,0.0,7.098424e-08,0.0072860904,8.755922e-05,285.9264,0.5212025,-0.82343006,-0.0019808114,-7.406401e-06,0.0,61.241547,0.0,0.0,0.0053008385,0.0,286.39594,0.8885121,-2.4034777,0.113059014,-2.7081522e-05,0.0,58.21811,0.0,0.0,0.00586297,2.115965e-06,287.59625,-0.0046153665,-1.96317,0.057284325,-8.319097e-06,0.0,94.02084,0.0,0.0,0.0063780732,5.9349462e-05,285.151,1.1281362,-1.0724535,0.10852525
