id,avg_precip_24h_early,avg_precip_12h_early,avg_precip_current
1304,20.65932751,20.65932751,44.64230442
1305,44.99999952,58.55999851,58.55999851
1307,20.04370904,20.04370904,5.211920738
1308,44.64230442,44.64230442,18.27051497
1310,34.70657396,34.70657396,16.26611733
1311,34.70657396,34.70657396,16.26611733
1312,16.26611733,16.26611733,14.17404747
1317,39.59999752,39.59999752,18.12000036
1325,3.116501391,3.116501391,16.29369426
1343,19.10330892,19.10330892,0
1344,19.10330892,19.10330892,0
1353,11.83424523,11.83424523,40.22797394
1354,11.83424523,11.83424523,40.22797394
1355,11.83424523,11.83424523,40.22797394
1356,5.448226411,5.448226411,6.292357445
1357,0,0,0
1358,1.490668386,1.490668386,3.770146608
1367,12.40235901,12.40235901,40.4726305
1394,-99999,-99999,-99999
1396,-99999,-99999,-99999
1398,-99999,-99999,-99999
1399,-99999,-99999,-99999
1400,-99999,-99999,-99999
1404,-99999,-99999,-99999
1407,3.328285173,3.328285173,41.34290409
1408,3.328285173,3.328285173,41.34290409
1409,3.328285173,3.328285173,41.34290409
1410,3.328285173,3.328285173,41.34290409
1411,12.20006704,12.20006704,38.71893501
1412,-99999,-99999,-99999
1413,-99999,-99999,-99999
1414,-99999,-99999,-99999
1421,13.28217936,13.28217936,23.97323465
1423,20.71217656,26.01141024,26.01141024
1424,28.65616655,28.65616655,33.09465122
1425,14.14069152,14.14069152,3.172910154
1426,14.14069152,14.14069152,3.172910154
1431,1.117745847,1.117745847,1.451274335
1432,1.117745847,1.117745847,1.451274335
1433,5.309011579,5.309011579,9.947320461
1434,30.97643375,0,0
1435,2.331649214,2.331649214,3.035343602
1436,3.172910154,3.172910154,4.379821014
1437,3.172910154,4.379821014,4.379821014
1438,3.172910154,4.379821014,4.379821014
1439,1.117745847,1.451274335,1.451274335
1440,11.73584867,11.73584867,9.083472431
1441,0.829985007,0.829985007,9.975007892
1448,0,0,34.42510509
1449,0,53.69541931,53.69541931
1450,0,0,52.27314091
1452,52.27314091,52.27314091,0.055994272
1453,-99999,-99999,-99999
1454,-99999,-99999,-99999
1455,34.42510509,34.42510509,26.28033209
1456,1.946536828,1.946536828,0
1467,0,0,0.606304541
1473,0.110014699,7.307503402,7.307503402
1474,5.340763971,43.65706921,43.65706921
1478,8.945591211,8.945591211,9.70107416
1479,8.945591211,8.945591211,9.70107416
1480,8.945591211,8.945591211,9.70107416
1481,8.945591211,8.945591211,9.70107416
1482,8.945591211,8.945591211,9.70107416
1483,8.945591211,8.945591211,9.70107416
1484,25.42565131,25.42565131,0
1485,37.44704676,37.44704676,0.253197044
1490,0,0,0.878520582
1512,0,0,0
1522,33.51915169,33.51915169,32.14219475
1525,0.033063362,0.033063362,0
1528,0,0,21.47519445
1529,0,0,21.47519445
1530,21.30493784,21.30493784,3.257570684
1531,5.762775242,5.762775242,16.67431045
1532,14.67042565,14.67042565,2.992870346
1533,18.8642025,18.8642025,10.70500255
1534,5.762775242,5.762775242,16.67431045
1544,0,0,3.917788565
1545,0,0,3.917788565
1555,4.56737119,4.56737119,1.972092614
1556,4.56737119,1.972092614,1.972092614
1557,3.880927116,5.631851315,5.631851315
1559,25.93560505,25.93560505,17.49761295
1560,27.28754377,27.28754377,18.51915002
1561,25.39323616,25.39323616,14.35026956
1562,8.383483291,8.383483291,1.633577738
1564,0.738005016,0.738005016,39.76180553
1565,0,28.50359392,28.50359392
1566,6.163691941,6.163691941,24.20446873
1567,32.07334518,0.003876843,0.003876843
1568,11.06671736,11.06671736,18.11981726
1569,28.50359392,28.50359392,4.009731174
1570,15.52724051,15.52724051,0
1575,16.80821919,16.80821919,17.15149021
1576,16.80821919,17.15149021,17.15149021
1578,3.218244672,3.218244672,0
1579,2.509402152,2.509402152,0.000874478
1584,1.448432773,1.448432773,0
1590,0,0,14.52691722
1591,0,0,9.968919516
1595,0.980706617,18.58588982,18.58588982
1599,0.007451072,0.007451072,0
1601,44.90028572,41.98210335,41.98210335
1602,53.00914955,53.00914955,42.22117424
1603,57.54245949,57.54245949,36.06820965
1604,0,0,0.06040089
1605,8.948879361,8.948879361,0.02485062
1606,21.23698092,21.23698092,17.17591262
1608,35.74576855,0,0
1609,4.246517658,4.246517658,0.09043707
1683,5.705350772,5.705350772,3.110810339
1739,1.293209553,20.99671769,20.99671769
1748,0,0,0
1772,0.279143423,0.279143423,2.039201979
1783,0,0,0
1784,60.67042446,60.67042446,0.468799055
1804,8.884488504,8.884488504,39.32369614
1805,0.033300798,0.033300798,20.01189899
1806,50.08560181,50.08560181,67.79347897
1807,50.08560181,50.08560181,67.79347897
1808,41.73191261,41.73191261,53.04774904
1809,41.73191261,41.73191261,53.04774904
1810,63.72929192,63.72929192,64.36636448
1814,20.01189899,20.01189899,17.91548729
1815,36.58314753,36.58314753,17.87631464
1816,36.58314753,36.58314753,17.87631464
1817,21.53997517,21.53997517,21.98675394
1818,20.01189899,20.01189899,17.91548729
1819,20.01189899,20.01189899,17.91548729
1820,20.01189899,20.01189899,17.91548729
1821,20.01189899,20.01189899,17.91548729
1822,36.58314753,36.58314753,17.87631464
1823,20.01189899,20.01189899,17.91548729
1824,20.01189899,20.01189899,17.91548729
1825,10.9617489,10.9617489,21.02871871
1826,36.58314753,36.58314753,17.87631464
1827,20.01189899,20.01189899,17.91548729
1828,20.01189899,20.01189899,17.91548729
1829,20.01189899,20.01189899,17.91548729
1830,20.01189899,20.01189899,17.91548729
1831,23.22902656,23.22902656,12.01142025
1832,23.22902656,23.22902656,12.01142025
1833,23.22902656,23.22902656,12.01142025
1850,1.340641476,1.340641476,0
1855,0,0,0.044397966
1859,91.55926704,91.55926704,1.703759313
1869,8.424910605,8.424910605,14.15027535
1872,8.80831942,24.99114084,24.99114084
1891,0,0,0
1900,1.689311728,1.689311728,0.63242662
1938,10.41771007,10.41771007,8.486877441
1943,16.24431515,16.24431515,6.639365077
1944,22.55723381,22.55723381,3.013660677
1947,0,33.94516897,33.94516897
1948,0.74177289,0.74177289,44.01382732
1952,0,7.90684855,7.90684855
1955,2.174488349,2.174488349,3.509323478
1956,0.352596322,0.352596322,1.237813711
1964,1.108751781,1.108751781,0.141221516
1965,3.056322781,3.056322781,5.870673396
1991,0.182004254,0.182004254,0.442574888
2007,0,0,6.987767935
2010,0,0,16.36566496
2011,0,0,20.54096174
2027,1.542569712,0.522852663,0.522852663
2028,1.788080659,16.19452477,16.19452477
2065,9.804870844,9.804870844,9.719732881
2066,7.755425811,7.755425811,38.73568535
2086,0,0.696443759,0.696443759
2101,0.131349631,0.131349631,3.657704234
2108,6.5422851,6.5422851,19.23367131
2123,2.916133299,5.057491899,5.057491899
2124,5.800856471,5.800856471,1.597564038
2142,0.340391815,0.094845161,0.094845161
2149,0.094845161,3.81257087,3.81257087
2150,0,0,0
2154,0.834870357,0.189250114,0.189250114
2155,0.097938949,0.538857171,0.538857171
2179,0.586420525,3.010382086,3.010382086
2185,5.132751107,5.132751107,5.825591803
2186,0.918674793,3.531576395,3.531576395
2197,0.712752074,0.712752074,1.410837855
2200,1.236786723,1.236786723,0.373207906
2221,0.00437411,0.169051994,0.169051994
2224,0,0,17.62670279
2230,1.749711663,0.441389866,0.441389866
2265,1.145086497,19.24926543,19.24926543
2269,0.030545652,9.086377978,9.086377978
2270,0.019260865,3.516809478,3.516809478
2271,0.019260865,3.516809478,3.516809478
2272,0.019260865,3.516809478,3.516809478
2273,0.019260865,3.516809478,3.516809478
2274,0,3.226473406,3.226473406
2275,0,3.226473406,3.226473406
2276,0.019260865,3.516809478,3.516809478
2277,0.019260865,3.516809478,3.516809478
2278,2.003359944,2.003359944,1.091218416
2333,0,0.166014686,0.166014686
2337,0,0.890967637,0.890967637
2377,0,2.280875176,2.280875176
2412,0.003661143,0.003661143,1.977973983
2451,0,0.002854866,0.002854866
2487,0,0,10.86178982
2491,2.64203617,46.76440239,46.76440239
2515,13.70840263,2.586701155,2.586701155
2522,1.760299385,1.760299385,13.04485679
2525,4.748162374,4.748162374,22.87718773
2529,18.2110796,18.2110796,20.95905375
2530,45.94951057,46.98881435,46.98881435
2545,0,0,0
2553,0,0,0
2585,20.17570829,20.17570829,7.085159183
2586,20.17570829,20.17570829,7.085159183
2642,0,0,1.51018814
2644,3.233467503,3.233467503,6.99956879
2651,6.892320335,6.892320335,9.837116599
2734,10.70525622,10.70525622,-74999.13723
2775,0.399045467,0.399045467,11.68805981
2776,55.62370586,55.62370586,35.16338825
2777,41.9419589,41.9419589,42.34011841
2778,2.838276967,2.838276967,0
2803,2.280000329,2.280000329,0
2804,4.999867439,4.999867439,0.140003011
2806,3,35.99999857,35.99999857
2807,0,0,25.96885633
2808,0,25.24722958,25.24722958
2809,0,0,17.08081722
2815,17.08081722,17.08081722,19.58256996
2816,14.34457695,14.34457695,36.56027603
2817,25.96885633,25.96885633,37.0014472
2818,25.96885633,25.96885633,37.0014472
2819,25.96885633,37.0014472,37.0014472
2820,25.96885633,25.96885633,37.0014472
2821,25.96885633,25.96885633,37.0014472
2822,25.96885633,25.96885633,37.0014472
2823,25.96885633,25.96885633,37.0014472
2824,25.96885633,25.96885633,37.0014472
2825,25.96885633,25.96885633,37.0014472
2826,25.96885633,25.96885633,37.0014472
2827,25.96885633,25.96885633,37.0014472
2828,9.056959748,9.056959748,23.56163454
2829,25.96885633,25.96885633,37.0014472
2830,25.96885633,25.96885633,37.0014472
2831,25.96885633,25.96885633,37.0014472
2832,25.96885633,25.96885633,37.0014472
2833,25.96885633,25.96885633,37.0014472
2834,25.96885633,25.96885633,37.0014472
2835,25.96885633,25.96885633,37.0014472
2836,25.96885633,25.96885633,37.0014472
2837,25.96885633,25.96885633,37.0014472
2838,35.99999857,35.99999857,18.00000095
2839,25.96885633,37.0014472,37.0014472
2840,25.96885633,25.96885633,37.0014472
2841,25.96885633,25.96885633,37.0014472
2842,25.96885633,25.96885633,37.0014472
2843,25.96885633,25.96885633,37.0014472
2848,37.0014472,37.0014472,0
2849,36.56027603,36.56027603,0
2850,37.0014472,37.0014472,0
2851,37.0014472,37.0014472,0
2852,37.0014472,37.0014472,0
2853,37.0014472,0,0
2854,37.0014472,37.0014472,0
2859,3.562409863,3.562409863,14.26319051
2860,3.562409863,3.562409863,14.26319051
2861,7.902934611,7.902934611,23.93554926
2862,14.19953096,14.19953096,78.93692875
2863,6.348420419,6.348420419,70.62261295
2864,14.19953096,14.19953096,78.93692875
2868,5.894910157,5.894910157,4.047517572
2869,5.894910157,5.894910157,4.047517572
2870,15.31750143,15.31750143,38.6375351
2871,15.31750143,38.6375351,38.6375351
2872,24.13314414,36.79914904,36.79914904
2873,2.707079872,2.707079872,14.58912158
2874,37.42793226,37.42793226,27.79857063
2875,37.42793226,27.79857063,27.79857063
2876,37.28195572,16.31043029,16.31043029
2877,62.43190956,62.43190956,18.67477655
2878,27.79857063,27.79857063,37.63835526
2879,27.79857063,27.79857063,37.63835526
2880,27.79857063,27.79857063,37.63835526
2881,16.31043029,16.31043029,39.94188595
2882,27.79857063,27.79857063,37.63835526
2883,18.67477655,18.67477655,28.33965826
2884,21.11344624,21.11344624,19.89807639
2885,16.31043029,16.31043029,39.94188595
2886,16.31043029,16.31043029,39.94188595
2887,16.31043029,16.31043029,39.94188595
2888,27.79857063,27.79857063,37.63835526
2889,27.79857063,27.79857063,37.63835526
2890,16.31043029,16.31043029,39.94188595
2891,27.79857063,27.79857063,37.63835526
2892,9.46272552,9.46272552,15.20425844
2893,27.79857063,27.79857063,37.63835526
2894,27.79857063,27.79857063,37.63835526
2895,16.31043029,16.31043029,39.94188595
2896,32.48869801,32.48869801,25.5270257
2897,32.48869801,32.48869801,25.5270257
2898,16.31043029,16.31043029,39.94188595
2902,0,0,8.822702408
2903,5.17416743,5.17416743,3.550319006
2904,8.822702408,8.822702408,11.51127577
2907,0.330317608,0.330317608,0
2908,12.84000015,15.59999967,15.59999967
2909,0.100009026,0.387556735,0.387556735
2910,0.773388675,0,0
2912,0,0,14.75540638
2913,0.153906032,0.153906032,28.67145061
2917,10.17035747,10.17035747,0
2918,15.38183784,15.38183784,0
2920,0,0,0
2930,25.34652948,25.34652948,2.175592601
2940,0,0.000965656,0.000965656
2957,0.976229452,0.976229452,0
2965,0,0,2.705952197
2991,5.202735841,5.202735841,8.127560139
2994,30.00229502,30.00229502,24.67856359
2995,21.03040266,21.03040266,19.69718242
2996,8.127560139,18.49461508,18.49461508
2997,30.00229502,30.00229502,24.67856359
3002,19.1935873,19.1935873,12.57948625
3003,10.67039919,18.69519949,18.69519949
3005,10.13445926,10.13445926,29.10881519
3006,10.13445926,10.13445926,29.10881519
3009,23.87884235,23.87884235,22.41527748
3010,22.11774111,22.11774111,17.63282108
3011,22.02868319,22.02868319,20.50103593
3012,23.87884235,23.87884235,22.41527748
3013,22.02868319,22.02868319,20.50103593
3014,23.87884235,22.41527748,22.41527748
3015,7.429568529,7.429568529,12.59063697
3016,23.87884235,23.87884235,22.41527748
3017,25.30887604,25.30887604,16.41186476
3018,4.020731688,4.020731688,12.56053996
3019,19.08866215,19.08866215,23.62598515
3020,13.74106765,13.74106765,23.93845081
3021,4.020731688,4.020731688,12.56053996
3022,13.74106765,13.74106765,23.93845081
3023,13.74106765,13.74106765,23.93845081
3024,19.08866215,19.08866215,23.62598515
3025,23.87884235,23.87884235,22.41527748
3026,2.119964927,2.119964927,8.603167057
3027,23.87884235,23.87884235,22.41527748
3028,20.48378468,14.12065518,14.12065518
3029,29.10881519,29.10881519,20.59104824
3030,19.08866215,19.08866215,23.62598515
3031,30.08872128,30.08872128,20.12062907
3039,13.0278101,13.0278101,2.987145275
3043,0.041130155,0.938135758,0.938135758
3044,16.95213556,16.95213556,0
3046,0,0,0
3047,0,1.665616021,1.665616021
3048,0,0,14.73182058
3050,1.665616021,1.665616021,9.770312428
3051,0.889537096,0.889537096,5.974945605
3060,3.816673756,3.816673756,0
3072,0,12.95959699,12.95959699
3076,0,0,0
3090,2.257462904,2.257462904,0
3111,19.8355515,19.8355515,7.964352369
3118,7.964352369,7.964352369,4.071187377
3122,4.071187377,12.2491138,12.2491138
3125,12.2491138,12.2491138,15.27843523
3133,3.786622554,3.786622554,38.10258865
3134,0,4.643195108,4.643195108
3135,0.917744108,0.917744108,31.25969958
3136,2.026522419,2.026522419,10.49908334
3139,11.15807843,11.15807843,0.226472318
3140,0.067851767,0.067851767,6.186818361
3145,0.793260261,0.793260261,19.79139495
3147,6.619511366,6.619511366,10.66242774
3148,4.400223553,4.400223553,4.681567669
3149,0.038021689,0.038021689,0.232478714
3150,0.038021689,0.232478714,0.232478714
3153,0,0,0
3154,0.91260457,16.48765063,16.48765063
3155,0,0,22.87974882
3156,9.704781175,9.704781175,13.71984291
3157,4.911003709,17.88059282,17.88059282
3158,0.91260457,0.91260457,16.48765063
3161,16.48765063,16.48765063,11.66662753
3162,16.48765063,16.48765063,11.66662753
3163,16.48765063,16.48765063,11.66662753
3164,16.48765063,16.48765063,11.66662753
3165,16.48765063,16.48765063,11.66662753
3169,11.83618712,11.83618712,0
3173,10.42818642,10.42818642,16.17911792
3175,11.46148086,11.46148086,51.4807539
3176,2.104393534,2.104393534,20.98723459
3177,20.98723459,20.98723459,23.62523317
3178,17.7716794,17.7716794,18.80321741
3179,1.13654615,6.796698689,6.796698689
3181,0.056320529,0.056320529,0
3182,0.231932759,0.231932759,0.264072726
3183,0,0.060855612,0.060855612
3187,1.546405613,12.22937274,12.22937274
3188,0,23.41932392,23.41932392
3189,0,23.41932392,23.41932392
3190,15.70480871,15.91204882,15.91204882
3191,0.53686852,0.53686852,12.62221217
3192,12.85291314,12.85291314,16.95008087
3193,12.14410686,12.14410686,13.800457
3194,12.14410686,12.14410686,13.800457
3195,1.973978333,1.973978333,10.91198325
3196,12.85291314,12.85291314,16.95008087
3197,12.85291314,16.95008087,16.95008087
3198,32.0456531,32.0456531,4.124904454
3200,7.832514524,7.832514524,1.312693596
3201,8.1660285,8.1660285,4.313631773
3202,25.18088245,25.18088245,16.10022475
3203,5.26521346,5.26521346,19.87462091
3204,4.313631773,0,0
3205,5.26521346,5.26521346,19.87462091
3206,18.81375623,23.24328756,23.24328756
3207,18.81375623,23.24328756,23.24328756
3208,18.81375623,18.81375623,23.24328756
3209,18.81375623,18.81375623,23.24328756
3210,0,0,0
3211,18.81375623,23.24328756,23.24328756
3212,18.81375623,18.81375623,23.24328756
3213,17.99395633,25.19977331,25.19977331
3214,11.96749008,11.96749008,23.59313583
3215,5.014452159,22.24363279,22.24363279
3216,18.81375623,18.81375623,23.24328756
3218,23.24328756,6.040154606,6.040154606
3219,23.24328756,23.24328756,6.040154606
3220,11.0384717,11.0384717,24.93028212
3221,23.24328756,23.24328756,6.040154606
3222,25.19977331,25.19977331,10.41461229
3223,23.24328756,23.24328756,6.040154606
3224,24.81387091,7.467198823,7.467198823
3225,19.71882081,19.71882081,7.589783609
3227,0.086518921,0.086518921,0.01234923
3228,24.93028212,29.57066107,29.57066107
3229,26.40831757,18.59073639,18.59073639
3230,0.381528471,0.381528471,16.87351465
3231,0,6.445187569,6.445187569
3232,26.40831757,18.59073639,18.59073639
3233,4.781203959,4.781203959,16.17737675
3241,25.15104532,25.15104532,2.81023705
3242,5.547444224,15.06077281,15.06077281
3243,3.586651772,3.586651772,0
3244,6.445187569,0.055340875,0.055340875
3248,0,10.94773138,10.94773138
3249,0,0,13.97704339
3257,2.440629564,2.440629564,33.30267525
3258,2.440629564,2.440629564,33.30267525
3259,9.488409281,46.23768616,46.23768616
3260,2.440629564,33.30267525,33.30267525
3262,3.469807446,3.469807446,5.21385181
3263,46.23768616,23.76047277,23.76047277
3264,46.23768616,46.23768616,23.76047277
3265,33.30267525,33.30267525,18.53780007
3266,28.02986294,28.02986294,15.04273534
3267,47.19951344,47.19951344,3.304603468
3270,0.051086716,0.051086716,7.570010304
3271,0.346960302,0.346960302,6.603313671
3272,3.995041072,3.995041072,10.79519582
3273,3.995041072,3.995041072,10.79519582
3274,3.995041072,3.995041072,10.79519582
3275,3.995041072,10.79519582,10.79519582
3276,7.570010304,7.570010304,23.02468252
3277,7.660539925,5.819106281,5.819106281
3278,3.995041072,3.995041072,10.79519582
3279,3.995041072,3.995041072,10.79519582
3280,3.995041072,10.79519582,10.79519582
3281,9.882657886,9.882657886,16.65554047
3282,3.995041072,3.995041072,10.79519582
3283,3.995041072,3.995041072,10.79519582
3284,3.995041072,10.79519582,10.79519582
3285,7.660539925,5.819106281,5.819106281
3286,3.995041072,10.79519582,10.79519582
3287,9.882657886,9.882657886,16.65554047
3288,5.015844226,5.015844226,4.131180391
3289,3.995041072,3.995041072,10.79519582
3290,0,0,0
3291,7.570010304,7.570010304,23.02468252
3292,3.995041072,3.995041072,10.79519582
3293,7.660539925,7.660539925,5.819106281
3294,7.660539925,5.819106281,5.819106281
3295,3.995041072,3.995041072,10.79519582
3296,5.819106281,5.819106281,0.011011392
3297,16.65554047,16.65554047,0.011011392
3298,16.65554047,16.65554047,0.011011392
3299,10.79519582,0.011011392,0.011011392
3302,0.084047435,0.084047435,0.08847129
3303,0,0,0
3306,1.496029716,0,0
3307,1.048369255,1.048369255,0
3308,1.048369255,0,0
3309,0.974040113,0.974040113,0
3310,0,0,0
3313,0.147079825,0,0
3317,0,0,1.224375464
3318,0,0,1.224375464
3325,3.282093972,3.282093972,13.02618361
3326,7.772806108,7.772806108,11.39719272
3327,18.46248817,18.46248817,3.358546752
3329,21.46104956,21.46104956,12.92016006
3330,21.46104956,21.46104956,12.92016006
3333,0.949930843,0.610046793,0.610046793
3337,3.807973981,16.48504329,16.48504329
3339,0.609118395,0.609118395,20.1869874
3340,16.77520084,16.77520084,7.110073924
3341,23.52195311,23.52195311,0.42329023
3343,7.110073924,7.110073924,4.245076209
3344,10.44311047,10.44311047,0
3345,0.18299982,0.18299982,13.64179134
3346,3.090501036,3.090501036,27.17914438
3351,1.188903686,1.188903686,0.352409452
3358,6.308532566,6.308532566,0
3361,0.696899652,0.696899652,3.336741641
3363,4.176397383,0,0
3364,3.336741641,3.336741641,0
3366,4.97801131,10.51346457,10.51346457
3368,0,0,14.19466281
3369,0.540873766,28.17655611,28.17655611
3370,2.254805222,25.28606081,25.28606081
3371,0.540873766,28.17655611,28.17655611
3372,0,22.76783276,22.76783276
3379,41.21515799,41.21515799,5.461406618
3382,0,0,0
3383,4.171761692,4.171761692,0
3386,32.20320797,32.20320797,0
3387,28.41086102,28.41086102,0
